id,community_id,asin,title,group,avg_rating,label,rating,degree,degree_centrality
76367,30,884862534, A Land Without Law: Saga of the Sierras/ 3 Novels in 1 Volume, Book,4, A Land Without Law: Saga of the Sierras/ 3 Novels in 1 Volume,4,4,0.00040004
76397,20,854967389, Women and Missions: Past and Present : Anthropological and Historical Perceptions (Cross-Cultural Perspectives on Women), Book,0, Women and Missions: Past and Present : Anthropological and Historical Perceptions (Cross-Cultural Perspectives on Women),0,3,0.00030003
76445,7, B0000026JA, Hits, Music,3.5, Hits,3.5,2,0.00020002
76446,7,1568581017, American Splendor Presents: Bob & Harv's Comics, Book,4, American Splendor Presents: Bob & Harv's Comics,4,4,0.00040004
76447,7,528956590, Thomas Guide 2003 San Diego and Orange Counties Street Guide: Including Portions of Inperial County (Thomas Guide San Diego/Orange Counties Street Guide & Directory), Book,0, Thomas Guide 2003 San Diego and Orange Counties Street Guide: Including Portions of Inperial County (Thomas Guide San Diego/Orange Counties Street Guide & Directory),0,5,0.00050005
76448,7,300082924, Common Schools/Uncommon Identities: National Unity and Cultural Difference, Book,0, Common Schools/Uncommon Identities: National Unity and Cultural Difference,0,3,0.00030003
76526,3,848620429, Gruach and Britain's Daughter: Two Plays (One-Act Plays in Reprint Series), Book,0, Gruach and Britain's Daughter: Two Plays (One-Act Plays in Reprint Series),0,2,0.00020002
76532,4,521649706, Number, Book,0, Number,0,5,0.00050005
76533,4, B00000DFHV, Poulenc: Melodies & Chansons, Music,0, Poulenc: Melodies & Chansons,0,1,0.00010001
76584,51,520211669, Rome and the Enemy: Imperial Strategy in the Principate, Book,4.5, Rome and the Enemy: Imperial Strategy in the Principate,4.5,5,0.00050005
76658,39,803215134, A Flowering of Quilts, Book,5, A Flowering of Quilts,5,5,0.00050005
76659,39, B0000257PX, A Long Time Ago, Music,4.5, A Long Time Ago,4.5,6,0.00060006
76685,11, B00004YZO4, The Ultimate West Coast Swing Reference Video, Video,4, The Ultimate West Coast Swing Reference Video,4,3,0.00030003
76725,21,791404714, Alternative American Schools: Ideals in Action, Book,0, Alternative American Schools: Ideals in Action,0,2,0.00020002
76738,22,671781502, Keith Haring : The Authorized Biography, Book,5, Keith Haring : The Authorized Biography,5,6,0.00060006
76776,1,28632028, The Complete Idiot's Guide to Handwriting Analysis, Book,4.5, The Complete Idiot's Guide to Handwriting Analysis,4.5,3,0.00030003
76822,44, B000059LGC, Death on the Nile, DVD,4.5, Death on the Nile,4.5,6,0.00060006
76823,44,451169166, A Certain Magic (Signet Regency Romance), Book,5, A Certain Magic (Signet Regency Romance),5,6,0.00060006
76868,11, B000001TM1, One In A Million: The Best Of Sanchez, Music,4.5, One In A Million: The Best Of Sanchez,4.5,2,0.00020002
76967,3, 188659001X, Michael Brein's Guide to Honolulu & Oahu by The Bus (Michael Brein's Guides to Sightseeing by Public Transportation) (Michael Brein's Guides to Sightseeing By Public Transportation), Book,3, Michael Brein's Guide to Honolulu & Oahu by The Bus (Michael Brein's Guides to Sightseeing by Public Transportation) (Michael Brein's Guides to Sightseeing By Public Transportation),3,2,0.00020002
76991,4, B00001WRO4, Croon & Swoon: Classic Christmas 2, Music,4, Croon & Swoon: Classic Christmas 2,4,3,0.00030003
77068,49,345313151," Bearing An Hourglass (Incarnations of Immortality, Book 2)", Book,3.5," Bearing An Hourglass (Incarnations of Immortality, Book 2)",3.5,2,0.00020002
77161,11,721693490, Workbook to Accompany Step-By-Step Medical Coding, Book,3, Workbook to Accompany Step-By-Step Medical Coding,3,1,0.00010001
77301,12, B0000658MU, Bells Are Ringing (1960 Film Soundtrack), Music,4.5, Bells Are Ringing (1960 Film Soundtrack),4.5,5,0.00050005
77341,3,64437248, Mailing May, Book,4.5, Mailing May,4.5,1,0.00010001
77352,12,1564969630, Making Designer Gemstone & Pearl Jewelry, Book,5, Making Designer Gemstone & Pearl Jewelry,5,2,0.00020002
77356,20, 034086687X, Teach Yourself Hindi: Complete Course (Teach Yourself Language Complete Courses), Book,4, Teach Yourself Hindi: Complete Course (Teach Yourself Language Complete Courses),4,8,0.00080008
77406,31, 034537455X," Talk, Trust, and Feel", Book,3.5," Talk, Trust, and Feel",3.5,1,0.00010001
77415,26, B000000APL, Overtures to Peter Schmoll, Music,5, Overtures to Peter Schmoll,5,1,0.00010001
77448,20,683305859, Surgical Attending Rounds (Books), Book,0, Surgical Attending Rounds (Books),0,1,0.00010001
77481,37,316140767, The Basket Counts (Matt Christopher Sports Classics), Book,3.5, The Basket Counts (Matt Christopher Sports Classics),3.5,2,0.00020002
77571,5,743228847, Only Dad, Book,4, Only Dad,4,5,0.00050005
77592,3, B00005UWBP, Jurassic Park, Video,4, Jurassic Park,4,1,0.00010001
77622,44,6305812918, Trigun - Puppet Master (Vol. 7), Video,4.5, Trigun - Puppet Master (Vol. 7),4.5,6,0.00060006
77713,46,786415320, The Gorehound's Guide to Splatter Films of the 1980s, Book,3, The Gorehound's Guide to Splatter Films of the 1980s,3,5,0.00050005
77714,46, B00000G5HD, French Clarinet Music, Music,0, French Clarinet Music,0,5,0.00050005
77757,30,964327481, Step by Step Phonics: Makes Reading and Spelling Easy, Book,5, Step by Step Phonics: Makes Reading and Spelling Easy,5,2,0.00020002
77773,6,961665106, Narcissus: A Collection of Favorite Recipes from Alpha Sigma Alpha, Book,0, Narcissus: A Collection of Favorite Recipes from Alpha Sigma Alpha,0,2,0.00020002
77777,41, B00005ASHF, Volume 3: Further in Time, Music,5, Volume 3: Further in Time,5,2,0.00020002
77823,18, B00004TSB6," Hank Williams, Jr. & Friends [MCA Special Products]", Music,5," Hank Williams, Jr. & Friends [MCA Special Products]",5,5,0.00050005
77824,41,924171502, The Southern Caucasus in Prehistory: Stages of Cultural and Socioeconomic Development from the Eighth to the Second Millennium B.C (University Museum Monograph), Book,0, The Southern Caucasus in Prehistory: Stages of Cultural and Socioeconomic Development from the Eighth to the Second Millennium B.C (University Museum Monograph),0,5,0.00050005
77910,48,1585744050, The Quotable Traveler (Quotable), Book,5, The Quotable Traveler (Quotable),5,1,0.00010001
77912,3,1892147009, Kid's Book to Welcome a New Baby: Fun for a Big Brother or Big Sister, Book,3.5, Kid's Book to Welcome a New Baby: Fun for a Big Brother or Big Sister,3.5,4,0.00040004
77926,48,1569312060, Rumic World Trilogy (Volume 3), Book,4.5, Rumic World Trilogy (Volume 3),4.5,4,0.00040004
78037,11,1902172035, The Tenderfoot (Lucky Luke Series), Book,0, The Tenderfoot (Lucky Luke Series),0,1,0.00010001
78055,48,828004455," Quick and Easy Cooking: Tasty, Healthy Complete Meal Planner", Book,0," Quick and Easy Cooking: Tasty, Healthy Complete Meal Planner",0,2,0.00020002
78105,20, B00000421G," Rossini - La Cenerentola / Bartoli, Dara, Matteuzzi, Corbelli, Pertusi, Chailly", Music,4," Rossini - La Cenerentola / Bartoli, Dara, Matteuzzi, Corbelli, Pertusi, Chailly",4,13,0.00130013
78106,20,486275620, The Playboy of the Western World and Riders to the Sea (Dover Thrift Editions), Book,3.5, The Playboy of the Western World and Riders to the Sea (Dover Thrift Editions),3.5,10,0.0010001
78126,22,2894502524, Caillou Where Is It? (Peek-a-Boo), Book,5, Caillou Where Is It? (Peek-a-Boo),5,5,0.00050005
78127,22,1574442783, The Systems Thinking Approach to Strategic Planning and Management, Book,5, The Systems Thinking Approach to Strategic Planning and Management,5,3,0.00030003
78175,30,310236622, God's Grace from Ground Zero, Book,3, God's Grace from Ground Zero,3,1,0.00010001
78269,5, B00005N5UT, Heritage - Civilization and the Jews, Video,4.5, Heritage - Civilization and the Jews,4.5,3,0.00030003
78315,3, B0000026TY, Highwayman 2, Music,4.5, Highwayman 2,4.5,6,0.00060006
78317,3, B000020602, Aktapuss: The Soundtrack, Music,4.5, Aktapuss: The Soundtrack,4.5,4,0.00040004
78330,25,844259616, Writing for Magazines: A Beginner's Guide, Book,4.5, Writing for Magazines: A Beginner's Guide,4.5,3,0.00030003
78387,34,961909552, Con Artist: Paul Conrad-30 Years With the Los Angeles Times, Book,5, Con Artist: Paul Conrad-30 Years With the Los Angeles Times,5,3,0.00030003
78548,17,425165159, The Harlequin Tea Set and Other Stories, Book,4.5, The Harlequin Tea Set and Other Stories,4.5,5,0.00050005
78595,1, B000006NX6, How I Feel, Music,5, How I Feel,5,4,0.00040004
78626,20, B000000H52, Coal Chamber, Music,4, Coal Chamber,4,7,0.00070007
78664,44, 078972801X, CISSP Training Guide, Book,4, CISSP Training Guide,4,1,0.00010001
78684,11,849307104, Money Laundering: A Guide for Criminal Investigators, Book,3, Money Laundering: A Guide for Criminal Investigators,3,2,0.00020002
78741,20,1893895041,,,0,,0,6,0.00060006
78742,25,619031646, Course ILT: A+ Certification, Book,0, Course ILT: A+ Certification,0,5,0.00050005
78744,11,1574327895, Tumbling Blocks: New Quilts from an Old Favorite (New Quilts from An Old Favorite), Book,0, Tumbling Blocks: New Quilts from an Old Favorite (New Quilts from An Old Favorite),0,1,0.00010001
78771,3,231105177, Extraordinary Bodies, Book,5, Extraordinary Bodies,5,2,0.00020002
78869,3,1581152140, The Graphic Design Reader, Book,0, The Graphic Design Reader,0,2,0.00020002
78931,5, 093852920X, Successful Manager's Handbook, Book,4.5, Successful Manager's Handbook,4.5,1,0.00010001
78936,4,963408119, The Universal Religion : Essentials for a Joyful Life, Book,3.5, The Universal Religion : Essentials for a Joyful Life,3.5,3,0.00030003
78941,11, 079353691X, Sunset Boulevard - Vocal Selections, Book,4, Sunset Boulevard - Vocal Selections,4,1,0.00010001
78979,11, B000009CS5," The Eagle Has Landed, Vol. 2", Music,4.5," The Eagle Has Landed, Vol. 2",4.5,3,0.00030003
79010,6, 015622061X, The Congress of Vienna: A Study of Allied Unity: 1812-1822, Book,3, The Congress of Vienna: A Study of Allied Unity: 1812-1822,3,4,0.00040004
79011,6,1401056407, Dust on My Shoulders, Book,0, Dust on My Shoulders,0,9,0.00090009
79048,22,2845760469, Bit by the Fleas, Book,5, Bit by the Fleas,5,2,0.00020002
79049,22,933452764, Chaco and Hohokam: Prehistoric Regional Systems in the American Southwest (School of American Research Advanced Seminar Series), Book,5, Chaco and Hohokam: Prehistoric Regional Systems in the American Southwest (School of American Research Advanced Seminar Series),5,3,0.00030003
79056,17,897071271," Cost Accounting for Law Firms (Monograph series / Section of Economics of Law Practice, American Bar Association)", Book,0," Cost Accounting for Law Firms (Monograph series / Section of Economics of Law Practice, American Bar Association)",0,5,0.00050005
79134,5,1559495685, International Crafts : Aid to Artisans 2002 Calendar, Book,0, International Crafts : Aid to Artisans 2002 Calendar,0,4,0.00040004
79135,5,393323285, Build Me an Ark: A Life With Animals, Book,4.5, Build Me an Ark: A Life With Animals,4.5,5,0.00050005
79246,18,3540442545, UML 2002 - The Unified Modeling Language, Book,0, UML 2002 - The Unified Modeling Language,0,1,0.00010001
79271,26, B000002I6V, Songs for Beginners, Music,5, Songs for Beginners,5,1,0.00010001
79340,3, B00005B6M8, Brooklyn Babylon, Video,3.5, Brooklyn Babylon,3.5,1,0.00010001
79355,5, B00005B6MZ, Louis Prima - The Wildest, Video,4, Louis Prima - The Wildest,4,1,0.00010001
79361,4, B000000JQB, Teen Idles, Music,4.5, Teen Idles,4.5,4,0.00040004
79411,48,689711522, Silver on the Tree, Book,4.5, Silver on the Tree,4.5,6,0.00060006
79453,20,262511231, Linguistics: An Introduction to Language and Communication, Book,5, Linguistics: An Introduction to Language and Communication,5,5,0.00050005
79469,5,300081413, Writing Successful Science Proposals, Book,4.5, Writing Successful Science Proposals,4.5,5,0.00050005
79470,5,1887902600, Persuasive Programming, Book,3, Persuasive Programming,3,5,0.00050005
79513,3,783222548, That Old Feeling, Video,4.5, That Old Feeling,4.5,3,0.00030003
79561,11, B00004VTFK, Mystic India, Music,5, Mystic India,5,2,0.00020002
79569,19, B00005221D, Buffy The Vampire Slayer - Volume 1 - Bad Girls/Consequences, Video,5, Buffy The Vampire Slayer - Volume 1 - Bad Girls/Consequences,5,7,0.00070007
79570,19, B00005221J, Courage Under Fire, DVD,4.5, Courage Under Fire,4.5,5,0.00050005
79571,19, 034545183X, Dark Angel: Skin Game (Dark Angel), Book,4.5, Dark Angel: Skin Game (Dark Angel),4.5,13,0.00130013
79633,24,876592590, Infant & Toddler Development (Innovations), Book,0, Infant & Toddler Development (Innovations),0,7,0.00070007
79634,24,1590862392, Killjoy, Book,3.5, Killjoy,3.5,5,0.00050005
79635,24,9768108606, Many Tastes of the Bahamas: & Culinary Influences of the Caribbean, Book,5, Many Tastes of the Bahamas: & Culinary Influences of the Caribbean,5,5,0.00050005
79676,5,764586475, Things Fall Apart (Cliffs Notes), Book,3.5, Things Fall Apart (Cliffs Notes),3.5,2,0.00020002
79819,9,761119825, The Official NFL 2000 Record & Fact Book, Book,4.5, The Official NFL 2000 Record & Fact Book,4.5,1,0.00010001
79852,3,934081182, Bridal Showers: Special Touches and Unique Ideas for Throwing a Fabulous Shower, Book,4, Bridal Showers: Special Touches and Unique Ideas for Throwing a Fabulous Shower,4,2,0.00020002
79902,42,1565630858, The Works of Jonathan Edwards, Book,5, The Works of Jonathan Edwards,5,1,0.00010001
80020,48,1566705193," Analytical Chemistry for Technicians, Third Edition", Book,4," Analytical Chemistry for Technicians, Third Edition",4,6,0.00060006
80021,48,275963306, Sports Economics : Current Research, Book,5, Sports Economics : Current Research,5,5,0.00050005
80029,16,9185058742, The Origins of Mycenaean Civilisation (Studies in Mediterranean Archaeology Series), Book,0, The Origins of Mycenaean Civilisation (Studies in Mediterranean Archaeology Series),0,2,0.00020002
80038,11,1564922502, Magali: Una Leyenda Azteca Sobre LA Buena Fortuna/an Aztec Legend About Good Fortune (Cuentos En Dos Idiomas.), Book,0, Magali: Una Leyenda Azteca Sobre LA Buena Fortuna/an Aztec Legend About Good Fortune (Cuentos En Dos Idiomas.),0,2,0.00020002
80048,30,761978143, Evaluative Inquiry: Using Evaluation to Promote Student Success, Book,0, Evaluative Inquiry: Using Evaluation to Promote Student Success,0,1,0.00010001
80062,24, B000003K8H," Star Trek - Deep Space Nine, Episode 91: Hard Time", Video,5," Star Trek - Deep Space Nine, Episode 91: Hard Time",5,3,0.00030003
80074,46,1883937221," Red Hugh: Prince of Donegal (Living History Library (Warsaw, N.D.).)", Book,5," Red Hugh: Prince of Donegal (Living History Library (Warsaw, N.D.).)",5,2,0.00020002
80076,12, B00006L77O, Feuer Frei, Music,4.5, Feuer Frei,4.5,5,0.00050005
80098,11, B00000B2ZC, Welcome My Last Chapter, Music,0, Welcome My Last Chapter,0,1,0.00010001
80114,3, B000056OET, Light My Fire [Orpheus], Music,5, Light My Fire [Orpheus],5,5,0.00050005
80139,3, B00000I71G, Swingin' On The Strings, Music,5, Swingin' On The Strings,5,3,0.00030003
80235,1,9992270624, Antigua Guatemala : The City and Its Heritage, Book,0, Antigua Guatemala : The City and Its Heritage,0,4,0.00040004
80248,34,782128335, XHTML! I Didn't Know You Could Do That..., Book,0, XHTML! I Didn't Know You Could Do That...,0,3,0.00030003
80287,4, B00005KJ1U, Lo Mejor de lo Mejor, Music,5, Lo Mejor de lo Mejor,5,2,0.00020002
80292,24,814779387, Narcissistic Process and Corporate Decay : The Theory of the Organizational Ideal, Book,5, Narcissistic Process and Corporate Decay : The Theory of the Organizational Ideal,5,4,0.00040004
80293,24,1561790885, Finding the Love of Your Life: Ten Principles for Choosing the Right Marriage Partner, Book,4, Finding the Love of Your Life: Ten Principles for Choosing the Right Marriage Partner,4,3,0.00030003
80327,10, B00006JUNG, Cat with Bones (Holiday Cards), Book,0, Cat with Bones (Holiday Cards),0,5,0.00050005
80388,17, B000002UUK, Capitol Collectors Series, Music,5, Capitol Collectors Series,5,5,0.00050005
80389,11,1563272687, Toyota Production System: Beyond Large-Scale Production, Book,5, Toyota Production System: Beyond Large-Scale Production,5,3,0.00030003
80422,12,1559275952, Verbal Advantage (Verbal Advantage), Book,3.5, Verbal Advantage (Verbal Advantage),3.5,1,0.00010001
80447,46, B000002UU2, Legend of the Sun Virgin, Music,5, Legend of the Sun Virgin,5,7,0.00070007
80483,5,205282563," Children, Play, and Development (3rd Edition)", Book,0," Children, Play, and Development (3rd Edition)",0,2,0.00020002
80499,3,1928556272, Song of an Unsung Place: Living Traditions by the Pamlico Sound, Book,0, Song of an Unsung Place: Living Traditions by the Pamlico Sound,0,1,0.00010001
80500,3,816034141, Ellis Island Interviews: In Their Own Words, Book,5, Ellis Island Interviews: In Their Own Words,5,4,0.00040004
80543,30, 055327094X, Qb VII, Book,4.5, Qb VII,4.5,6,0.00060006
80577,48,822218607, As It Is in Heaven, Book,0, As It Is in Heaven,0,4,0.00040004
80637,24,300096763, Monteverdi's Musical Theatre, Book,0, Monteverdi's Musical Theatre,0,4,0.00040004
80667,4,1562790781, Who Owns the West?, Book,5, Who Owns the West?,5,5,0.00050005
80668,4,806930772, Poetry for Young People: Edward Lear, Book,4.5, Poetry for Young People: Edward Lear,4.5,5,0.00050005
80669,4,312212127, Money : A History, Book,5, Money : A History,5,4,0.00040004
80673,3,1573801151, The Insiders' Guide to Maine's Southern Coast, Book,0, The Insiders' Guide to Maine's Southern Coast,0,3,0.00030003
80877,16,609608207, The Myth of Excellence: Why Great Companies Never Try to Be the Best at Everything, Book,4.5, The Myth of Excellence: Why Great Companies Never Try to Be the Best at Everything,4.5,4,0.00040004
80925,11, 188044898X, The Reefs of Earth, Book,4.5, The Reefs of Earth,4.5,2,0.00020002
81011,41,440222591, Pale Moon Rider, Book,4.5, Pale Moon Rider,4.5,4,0.00040004
81059,3, B000006O7V, Snow on the Sahara, Music,4.5, Snow on the Sahara,4.5,3,0.00030003
81080,42,972446303, A Passion for the Creative Life: Textiles to Lift the Spirit, Book,5, A Passion for the Creative Life: Textiles to Lift the Spirit,5,2,0.00020002
81081,42,1570752214, Blessings and Woes: The Beatitudes and the Sermon on the Plain in the Gospel of Luke, Book,5, Blessings and Woes: The Beatitudes and the Sermon on the Plain in the Gospel of Luke,5,1,0.00010001
81299,16,521893135, The Economics of Contracts : Theories and Applications, Book,0, The Economics of Contracts : Theories and Applications,0,5,0.00050005
81322,27,766100367, Discourse on the Worship of Priapus and Its Connection with the Mystic Theology of the Ancients and an Essay on the Worship of the Generative Powers During the Middle Ages of Western Europe, Book,5, Discourse on the Worship of Priapus and Its Connection with the Mystic Theology of the Ancients and an Essay on the Worship of the Generative Powers During the Middle Ages of Western Europe,5,5,0.00050005
81323,27,671023233, CRAZY ENGLISH, Book,4.5, CRAZY ENGLISH,4.5,4,0.00040004
81324,27,789722739, The Concise Guide to DNS and BIND, Book,4, The Concise Guide to DNS and BIND,4,4,0.00040004
81436,7,312875126," Bear Flag Rising: The Conquest of California, 1846", Book,4.5," Bear Flag Rising: The Conquest of California, 1846",4.5,2,0.00020002
81437,7, B00005NMZ3, Jagged Little Thrill, Music,5, Jagged Little Thrill,5,5,0.00050005
81481,22,1558218955, The Field & Stream Bass-Fishing Handbook (Field & Stream Hunting and Fishing Library), Book,0, The Field & Stream Bass-Fishing Handbook (Field & Stream Hunting and Fishing Library),0,2,0.00020002
81496,30, B000006QPC, New Face of Crime, Video,0, New Face of Crime,0,2,0.00020002
81511,35, 187761193X, Justification by Faith Alone: Affirming the Doctrine by Which the Church and the Individual Stands or Falls (Reformation Theology Series), Book,3.5, Justification by Faith Alone: Affirming the Doctrine by Which the Church and the Individual Stands or Falls (Reformation Theology Series),3.5,5,0.00050005
81643,22, B000003XJU, Mozart: Quintet in E flat major/Sinfonia concertante/Beethoven: Quintet in E flat major, Music,5, Mozart: Quintet in E flat major/Sinfonia concertante/Beethoven: Quintet in E flat major,5,5,0.00050005
81677,11,1553663225, You're a Good Friend Quilly, Book,0, You're a Good Friend Quilly,0,2,0.00020002
81721,44,819565571, The White Fire of Time (Wesleyan Poetry), Book,5, The White Fire of Time (Wesleyan Poetry),5,7,0.00070007
81827,25,1571742433, Guidebook for Perfect Beings, Book,4, Guidebook for Perfect Beings,4,1,0.00010001
81835,16,786106409, Ideas Have Consequences, Book,4.5, Ideas Have Consequences,4.5,4,0.00040004
81864,3, B00005S6FZ, Son of a Gun, Music,4, Son of a Gun,4,3,0.00030003
81922,15,64550168, The Anatomy Coloring Book (2nd Edition), Book,5, The Anatomy Coloring Book (2nd Edition),5,4,0.00040004
82048,0, B000056MN2, Agent Red, Video,2.5, Agent Red,2.5,4,0.00040004
82092,23,195004256, Paideia: The Ideals of Greek Culture : Archaic Greece and the Mind of Athens, Book,5, Paideia: The Ideals of Greek Culture : Archaic Greece and the Mind of Athens,5,3,0.00030003
82093,38,1899197052, Epilogue of the Raindrops, Book,3, Epilogue of the Raindrops,3,6,0.00060006
82104,0,1590030184," The Old Girls' Book of Spells: the real meaning of menopause, sex, car keys, and other important stuff about magic", Book,5," The Old Girls' Book of Spells: the real meaning of menopause, sex, car keys, and other important stuff about magic",5,3,0.00030003
82121,38, B000000QC5, Lullaby Magic, Music,5, Lullaby Magic,5,4,0.00040004
82126,45,1564744019, Who's Afraid of Middle English: A Booke of Lystes, Book,5, Who's Afraid of Middle English: A Booke of Lystes,5,5,0.00050005
82221,48, 003022909X, Essentials of Physical Geography, Book,3.5, Essentials of Physical Geography,3.5,2,0.00020002
82225,6, 085487125X, Spiritual Unfoldment 1: How to Discover the Invisible Worlds and Find the Source of Healing, Book,4.5, Spiritual Unfoldment 1: How to Discover the Invisible Worlds and Find the Source of Healing,4.5,8,0.00080008
82254,11, B00005TPC6, Do You Believe in Miracles? The Story of the 1980 U.S. Hockey Team, Video,4.5, Do You Believe in Miracles? The Story of the 1980 U.S. Hockey Team,4.5,1,0.00010001
82255,39, B00000F3XU, Timecode, Video,3, Timecode,3,2,0.00020002
82292,20,738203068, Take Care of Yourself: The Complete Illustrated Guide to Medical Self-Care, Book,4.5, Take Care of Yourself: The Complete Illustrated Guide to Medical Self-Care,4.5,4,0.00040004
82294,20,746022980, Uncle Pete's Pirate Adventure (Young Puzzle Adventures Series), Book,4, Uncle Pete's Pirate Adventure (Young Puzzle Adventures Series),4,4,0.00040004
82466,12, B00000IX66, Verdi: A茂da, Music,4.5, Verdi: A茂da,4.5,3,0.00030003
82504,38, B000005I57, Simply Music, Music,0, Simply Music,0,4,0.00040004
82512,22, B00001NTWP," Hooked On Fly Fishing, KNT1 Fishing Knots for Fresh & Saltwater", Video,0," Hooked On Fly Fishing, KNT1 Fishing Knots for Fresh & Saltwater",0,3,0.00030003
82535,7, 039332320X, White Collar Sweatshop: The Deterioration of Work and Its Reward in Corporate America, Book,4, White Collar Sweatshop: The Deterioration of Work and Its Reward in Corporate America,4,5,0.00050005
82654,34, 186204080X, The Healing Power of Illness: The Meaning of Symptoms and How to Interpret Them, Book,5, The Healing Power of Illness: The Meaning of Symptoms and How to Interpret Them,5,4,0.00040004
82706,12,689824327, Power Football : The Greatest Running Backs, Book,0, Power Football : The Greatest Running Backs,0,1,0.00010001
82726,48,70220085," Race, Gender and Rhetoric: The True State of Race and Gender Relations in Corporate America", Book,0," Race, Gender and Rhetoric: The True State of Race and Gender Relations in Corporate America",0,4,0.00040004
82727,48,192801023, A Dictionary of Biology (Oxford Paperback Reference), Book,4.5, A Dictionary of Biology (Oxford Paperback Reference),4.5,5,0.00050005
82728,48, B00005Q3TZ, Pearl Harbor (Vista Series Director's Cut), DVD,3.5, Pearl Harbor (Vista Series Director's Cut),3.5,5,0.00050005
82751,16, B00007BKGM, The Raven [Limited Edition], Music,4, The Raven [Limited Edition],4,4,0.00040004
82752,16,923687513, Seaplanes at War: A Treasury of Words and Pictures, Book,0, Seaplanes at War: A Treasury of Words and Pictures,0,2,0.00020002
82758,24,743427521, Stranger to the Sun (Angel), Book,4.5, Stranger to the Sun (Angel),4.5,1,0.00010001
82789,20, B00005MM7E, Pokemon Johto Journeys - Crimson Warrior (Vol. 46), DVD,4.5, Pokemon Johto Journeys - Crimson Warrior (Vol. 46),4.5,7,0.00070007
82790,20, B00005MM7B, Flying Guillotine, DVD,3.5, Flying Guillotine,3.5,6,0.00060006
82791,20, B00005MM7A, The Kid With the Golden Arm, DVD,1, The Kid With the Golden Arm,1,6,0.00060006
82792,20, B00005MM7N, Shaolin Dolemite Collection - Buddha Assassinator, DVD,5, Shaolin Dolemite Collection - Buddha Assassinator,5,7,0.00070007
82793,20,763615846," Castle Diary : The Journal of Tobias Burgess, Page", Book,5," Castle Diary : The Journal of Tobias Burgess, Page",5,6,0.00060006
82796,5, B00005MM7O, Dragon on Fire, DVD,4, Dragon on Fire,4,3,0.00030003
82917,3, B00002SWMW, Gospel Is ... ! (1999 Original Off-Broadway Cast), Music,4, Gospel Is ... ! (1999 Original Off-Broadway Cast),4,1,0.00010001
82928,3,781807875, Fairy Tales in Latin: Fabulae Mirabiles (Language Instruction), Book,5, Fairy Tales in Latin: Fabulae Mirabiles (Language Instruction),5,2,0.00020002
82992,20,595129064," Jake McCarthy, Ironwood", Book,4.5," Jake McCarthy, Ironwood",4.5,13,0.00130013
83044,22,615112080, Catching The Crown, Book,4, Catching The Crown,4,3,0.00030003
83094,4,312421745, The Heart of Redness: A Novel, Book,4, The Heart of Redness: A Novel,4,1,0.00010001
83116,30, 087793939X, Living in God's Embrace: The Practice of Spiritual Intimacy, Book,5, Living in God's Embrace: The Practice of Spiritual Intimacy,5,6,0.00060006
83208,10, 157064943X, Putt-Putt, Book,0, Putt-Putt,0,5,0.00050005
83210,11,130938866, AppleWorks 6 for Teachers: A Tutorial (WIN and MAC), Book,0, AppleWorks 6 for Teachers: A Tutorial (WIN and MAC),0,2,0.00020002
83218,3,553347500, Emmanuel's Book II : The Choice for Love (New Age), Book,4, Emmanuel's Book II : The Choice for Love (New Age),4,1,0.00010001
83235,22,135259657, High-Speed Networks TCP/IP and ATM Design Principles, Book,3, High-Speed Networks TCP/IP and ATM Design Principles,3,3,0.00030003
83373,3,805064451, Your Purebred Puppy: A Buyer's Guide, Book,4.5, Your Purebred Puppy: A Buyer's Guide,4.5,2,0.00020002
83394,20,140283315, The Good Soldier : A Tale of Passion (Penguin Great Books of the 20th Century), Book,4.5, The Good Soldier : A Tale of Passion (Penguin Great Books of the 20th Century),4.5,5,0.00050005
83395,20,300077297," The Dialogues of Plato, Volume 4 : Plato's Parmenides, Revised Edition (The Dialogues of Plato Series)", Book,0," The Dialogues of Plato, Volume 4 : Plato's Parmenides, Revised Edition (The Dialogues of Plato Series)",0,10,0.0010001
83441,40,810941171," Brilliant Beginnings: The Youthful Works of Great Artists, Writers, and Composers", Book,0," Brilliant Beginnings: The Youthful Works of Great Artists, Writers, and Composers",0,3,0.00030003
83448,16,1575250462, Discovering Shakespeare: The Taming of the Shrew : A Workbook for Students (Discovering Shakespeare Series), Book,0, Discovering Shakespeare: The Taming of the Shrew : A Workbook for Students (Discovering Shakespeare Series),0,7,0.00070007
83459,21,1557987211, Integrating Behavioral Social Sciences with Public Health, Book,0, Integrating Behavioral Social Sciences with Public Health,0,14,0.00140014
83460,21, B0000034QA," Toru Takemitsu: Orchestral Works 3, Autumn, etc.", Music,0," Toru Takemitsu: Orchestral Works 3, Autumn, etc.",0,5,0.00050005
83461,21,195094670, Raising and Educating a Deaf Child, Book,3.5, Raising and Educating a Deaf Child,3.5,4,0.00040004
83462,21,944807194, IEG's Complete Guide to Sponsorship, Book,0, IEG's Complete Guide to Sponsorship,0,5,0.00050005
83502,20,800756118, From Sea to Shining Sea: Children's Activity Book Ages 5-8, Book,0, From Sea to Shining Sea: Children's Activity Book Ages 5-8,0,1,0.00010001
83536,11,72119810, FrontPage 2000 for Busy People, Book,4.5, FrontPage 2000 for Busy People,4.5,2,0.00020002
83619,11,1571742611, Pinecones: Autumn Reflections (Pinecones & Woodsmoke), Book,5, Pinecones: Autumn Reflections (Pinecones & Woodsmoke),5,1,0.00010001
